company,company_clean,founded_year,country,city,industry,total_funding_usd,funding_rounds,valuation_usd,joined_date
Lenskart,lenskart,2008.0,India,Faridabad,E-commerce & direct-to-consumer,0.0,0,2500000000.0,2019-12-20
Lessen,lessen,2019.0,United States,Scottsdale,Internet,0.0,0,1000000000.0,2021-11-30
LetsGetChecked,letsgetchecked,2015.0,Ireland,Dublin,Health,0.0,0,1000000000.0,2021-06-07
Lianjia,lianjia,2001.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,5770000000.0,2016-04-07
Licious,licious,2015.0,India,Bengaluru,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2021-10-05
LifeMiles,lifemiles,2011.0,Colombia,Bogota,Other,0.0,0,1150000000.0,2015-07-13
Lightricks,lightricks,2013.0,Israel,Jerusalem,Artificial intelligence,0.0,0,1800000000.0,2019-07-31
LinkDoc Technology,linkdoctechnology,2014.0,China,Beijing,Health,0.0,0,1000000000.0,2018-07-05
LinkSure Network,linksurenetwork,2013.0,China,Shanghai,Mobile & telecommunications,0.0,0,1000000000.0,2015-01-01
LinkTree,linktree,2016.0,Australia,Melbourne,Internet,0.0,0,1000000000.0,2022-03-16
Liquid,liquid,2014.0,Japan,Tokyo,Fintech,0.0,0,1000000000.0,2019-04-03
LivSpace,livspace,2015.0,India,Bengaluru,E-commerce & direct-to-consumer,0.0,0,1200000000.0,2022-02-08
Loadsmart,loadsmart,2014.0,United States,New York,"Supply chain, logistics, & delivery",0.0,0,1300000000.0,2022-02-01
Locus Robotics,locusrobotics,2014.0,United States,Wilmington,Hardware,0.0,0,1000000000.0,2021-02-17
Loft,loft,2018.0,Brazil,Sao Paulo,E-commerce & direct-to-consumer,0.0,0,2900000000.0,2020-01-03
Loggi,loggi,2013.0,Brazil,Sao Paulo,"Supply chain, logistics, & delivery",0.0,0,2000000000.0,2019-06-05
Lookout,lookout,2007.0,United States,San Francisco,Cybersecurity,131000000.0,5,1000000000.0,2013-10-10
Loom,loom,2016.0,United States,San Francisco,Internet,1400000.0,1,1530000000.0,2021-05-20
Lucid,lucid,2010.0,United States,South Jordan,Internet,0.0,0,3000000000.0,2021-06-29
Lucid Software,lucidsoftware,2010.0,United States,South Jordan,Internet,89256.0,1,3000000000.0,2021-06-29
Lukka,lukka,2014.0,United States,New York,Fintech,0.0,0,1300000000.0,2022-01-14
Lunar,lunar,2015.0,Denmark,Aarhus,Fintech,0.0,0,1000000000.0,2021-07-12
Luoji Siwei,luojisiwei,2012.0,China,Beijing,Edtech,0.0,0,1180000000.0,2017-07-20
Lusha,lusha,2016.0,United States,New York,Internet,0.0,0,1500000000.0,2021-11-10
Lydia,lydia,2011.0,France,Paris,Fintech,771960.0,1,1000000000.0,2021-12-08
Lyra Health,lyrahealth,2015.0,United States,Burlingame,Health,0.0,0,5850000000.0,2020-08-25
M1 Finance,m1finance,2015.0,United States,Chicago,Fintech,0.0,0,1450000000.0,2021-07-14
MEGVII,megvii,2011.0,China,Beijing,Artificial intelligence,0.0,0,4000000000.0,2017-10-31
MOLOCO,moloco,2013.0,United States,Redwood City,Artificial intelligence,0.0,0,1500000000.0,2021-04-29
MURAL,mural,2011.0,United States,San Francisco,Internet,0.0,0,2000000000.0,2021-07-20
MUSINSA,musinsa,2001.0,South Korea,Seoul,E-commerce & direct-to-consumer,0.0,0,2200000000.0,2019-11-11
MX Technologies,mxtechnologies,2010.0,United States,Lehi,Fintech,0.0,0,1900000000.0,2021-01-13
MadeiraMadeira,madeiramadeira,2009.0,Brazil,Parana,E-commerce & direct-to-consumer,0.0,1,1000000000.0,2021-01-07
Mafengwo,mafengwo,2010.0,China,Beijing,Travel,0.0,0,2000000000.0,2019-05-23
Magic Leap,magicleap,2010.0,United States,Plantation,Hardware,0.0,0,2000000000.0,2014-10-21
Maimai,maimai,2013.0,China,Beijing,Mobile & telecommunications,0.0,0,1000000000.0,2017-11-15
Mamaearth,mamaearth,2016.0,India,Gurgaon,E-commerce & direct-to-consumer,0.0,0,1070000000.0000001,2021-12-28
Mambu,mambu,2011.0,Netherlands,Amsterdam,Fintech,2000000.0,1,5500000000.0,2021-01-06
Mammoth Biosciences,mammothbiosciences,2017.0,United States,Brisbane,Health,0.0,0,1000000000.0,2021-09-09
Manner,manner,2015.0,China,Shanghai,Other,0.0,0,1300000000.0,2020-12-24
ManoMano,manomano,2013.0,France,Paris,E-commerce & direct-to-consumer,0.0,0,2600000000.0,2021-07-05
Marshmallow,marshmallow,2017.0,United Kingdom,London,Fintech,0.0,0,1250000000.0,2021-09-08
MasterClass,masterclass,2015.0,United States,San Francisco,Edtech,0.0,0,2750000000.0,2021-05-13
Masterworks,masterworks,2017.0,United States,New York,Fintech,0.0,0,1000000000.0,2021-10-05
Matillion,matillion,2011.0,United Kingdom,Altrincham,Data,0.0,0,1500000000.0,2021-09-15
Maven Clinic,mavenclinic,2014.0,United States,New York,Health,0.0,0,1000000000.0,2021-08-17
Medable,medable,2013.0,United States,Palo Alto,Internet,0.0,0,2100000000.0,2021-10-26
MediaMath,mediamath,2007.0,United States,New York,Internet,26876550.0,5,1000000000.0,2018-07-10
Medlinker,medlinker,2014.0,China,Chengdu,Health,0.0,0,3920000000.0,2018-07-31
Meero,meero,2016.0,France,Paris,Artificial intelligence,0.0,0,1000000000.0,2019-06-18
Meesho,meesho,2015.0,India,Bengaluru,Internet,0.0,0,4900000000.0,2021-04-05
Meicai,meicai,2014.0,China,Beijing,Mobile & telecommunications,0.0,0,2800000000.0,2016-06-22
Meizu Technology,meizutechnology,2003.0,China,Zhuhai,Hardware,0.0,0,4580000000.0,2014-07-23
Melio,melio,2018.0,United States,New York,Fintech,0.0,0,4000000000.0,2021-01-25
Mensa Brands,mensabrands,2021.0,India,Bengaluru,Other,0.0,0,1000000000.0,2021-11-16
Merama,merama,2020.0,Mexico,Mexico City,E-commerce & direct-to-consumer,0.0,0,1200000000.0,2021-12-09
Mercury,mercury,2019.0,United States,San Francisco,Fintech,0.0,0,1600000000.0,2021-07-03
MessageBird,messagebird,2011.0,Netherlands,Amsterdam,Mobile & telecommunications,0.0,0,3800000000.0,2020-10-08
Mia.com,miacom,2011.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2015-09-08
Miaoshou Doctor,miaoshoudoctor,2015.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,4250000000.0,2019-06-27
MindMaze,mindmaze,2012.0,Switzerland,Lausanne,Health,0.0,0,1000000000.0,2016-01-28
MindTickle,mindtickle,2012.0,United States,San Francisco,Internet,0.0,0,1200000000.0,2021-08-03
Mininglamp Technology,mininglamptechnology,2014.0,China,Beijing,Artificial intelligence,0.0,0,1190000000.0,2019-03-27
Minio,minio,2014.0,United States,Palo Alto,Data,0.0,0,1000000000.0,2022-01-26
Mirakl,mirakl,2011.0,France,Paris,E-commerce & direct-to-consumer,3000000.0,1,3500000000.0,2020-09-22
Miro,miro,2011.0,United States,San Francisco,Internet,0.0,0,17500000000.0,2022-01-05
Misfits Market,misfitsmarket,2018.0,United States,Pennsauken,E-commerce & direct-to-consumer,0.0,0,2000000000.0,2021-04-21
Mixpanel,mixpanel,2009.0,United States,San Francisco,Internet,12000000.0,4,1050000000.0,2021-11-15
MoMo,momo,2013.0,Vietnam,Ho Chi Minh City,Fintech,40000000.0,1,2270000000.0,2021-12-10
MobiKwik,mobikwik,2009.0,India,Gurugram,Fintech,250000.0,1,1000000000.0,2021-10-13
Mobile Premier League,mobilepremierleague,2018.0,India,Bengaluru,Internet,0.0,0,2450000000.0,2021-09-15
MobileCoin,mobilecoin,2018.0,United States,San Francisco,Fintech,0.0,0,1000000000.0,2021-07-07
Mobvoi,mobvoi,2012.0,China,Beijing,Consumer & retail,0.0,0,1000000000.0,2017-04-06
Modern Health,modernhealth,2017.0,United States,San Francisco,Health,0.0,0,1170000000.0,2021-02-11
Modern Treasury,moderntreasury,2018.0,United States,San Francisco,Fintech,0.0,0,2000000000.0,2021-10-06
Modernizing Medicine,modernizingmedicine,2010.0,United States,Boca Raton,Health,40165995.0,5,1000000000.0,2017-05-10
Mofang Living,mofangliving,2009.0,China,Shanghai,E-commerce & direct-to-consumer,0.0,0,1500000000.0,2016-04-13
Moglix,moglix,2015.0,Singapore,E-commerce & direct-to-consumer,Other,0.0,0,2600000000.0,2021-05-17
Moka,moka,2015.0,China,Beijing,Internet,0.0,0,1000000000.0,2021-11-02
Mollie,mollie,2004.0,Netherlands,Amsterdam,Fintech,0.0,0,6500000000.0,2020-09-08
Momenta,momenta,2016.0,China,Beijing,Artificial intelligence,0.0,0,1000000000.0,2018-10-17
Monzo,monzo,2000.0,United Kingdom,London,Fintech,0.0,0,4500000000.0,2018-10-31
Moon Active,moonactive,2015.0,Israel,Tel Aviv,Mobile & telecommunications,0.0,0,5000000000.0,2020-01-26
MoonPay,moonpay,2019.0,United States,Miami,Fintech,0.0,0,3400000000.0,2021-11-22
Morning Consult,morningconsult,2014.0,United States,Washington DC,Internet,0.0,0,1000000000.0,2021-06-08
Motorway,motorway,2017.0,United Kingdom,London,E-commerce & direct-to-consumer,0.0,0,1330000000.0,2021-11-29
Moveworks,moveworks,2016.0,United States,Mountain View,Artificial intelligence,0.0,0,2100000000.0,2021-06-30
Movile,movile,1998.0,Brazil,Sao Paulo,Mobile & telecommunications,1000000.0,3,1000000000.0,2018-07-12
Mu Sigma,musigma,2004.0,United States,Northbrook,Data,133000000.0,2,1500000000.0,2013-02-07
Mux,mux,2015.0,United States,San Francisco,Internet,0.0,0,1000000000.0,2021-04-30
MyGlamm,myglamm,2015.0,India,Mumbai,E-commerce & direct-to-consumer,0.0,0,1200000000.0,2021-11-10
Mynt,mynt,2015.0,Philippines,Taguig City,Fintech,0.0,0,2000000000.0,2021-10-28
Mythical Games,mythicalgames,2018.0,United States,Sherman Oaks,Internet,0.0,0,1250000000.0,2021-11-04
N26,n26,2013.0,Germany,Berlin,Fintech,0.0,0,9230000000.0,2019-01-10
NIUM,nium,2014.0,Singapore,Fintech,Other,0.0,0,1000000000.0,2021-07-13
National Stock Exchange of India,nationalstockexchangeofindia,1992.0,India,Mumbai,Fintech,0.0,0,6500000000.0,2020-07-01
Nature's Fynd,naturesfynd,2012.0,United States,Chicago,Other,0.0,0,1000000000.0,2021-07-19
Neo4j,neo4j,2007.0,United States,San Mateo,Data,0.0,0,2150000000.0,2021-06-17
Neon,neon,2016.0,Brazil,Sao Paulo,Fintech,0.0,0,1380000000.0,2022-02-14
Netlify,netlify,2014.0,United States,San Francisco,Internet,0.0,0,2000000000.0,2021-11-17
Netskope,netskope,2012.0,United States,Santa Clara,Cybersecurity,21400000.0,2,7500000000.0,2018-11-13
Newlink Group,newlinkgroup,2016.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2020-07-10
News Break,newsbreak,2015.0,United States,Mountain View,Internet,0.0,0,1000000000.0,2021-01-07
Newsela,newsela,2013.0,United States,New York,Internet,1200000.0,1,1000000000.0,2021-02-25
Nexii,nexii,2020.0,Canada,Vancouver,Other,0.0,0,1230000000.0,2021-09-08
Next Insurance,nextinsurance,2016.0,United States,Palo Alto,Fintech,0.0,0,4000000000.0,2019-10-07
Next Silicon,nextsilicon,2018.0,Israel,Tel Aviv,Hardware,0.0,0,1500000000.0,2021-06-14
Nexthink,nexthink,2004.0,Switzerland,Prilly,Data,12150000.0,3,1100000000.0,2021-02-08
Nextiva,nextiva,2008.0,United States,Scottsdale,Internet,0.0,1,2700000000.0,2021-09-14
Niantic,niantic,2015.0,United States,San Francisco,Mobile & telecommunications,0.0,0,9000000000.0,2017-11-24
Ninja Van,ninjavan,2014.0,Singapore,"Supply chain, logistics, & delivery",Other,0.0,0,1000000000.0,2021-09-27
NoBroker,nobroker,2014.0,India,Bengaluru,Internet,0.0,0,1000000000.0,2021-11-23
Noname Security,nonamesecurity,2020.0,United States,Palo Alto,Cybersecurity,0.0,0,1000000000.0,2021-12-15
Noom,noom,2006.0,United States,New York,Health,2600000.0,4,3700000000.0,2021-05-24
Northvolt,northvolt,2016.0,Sweden,Stockholm,Other,0.0,0,9080000000.0,2019-06-12
NotCo,notco,2015.0,Chile,Santiago,Other,0.0,0,1500000000.0,2021-07-26
Notion Labs,notionlabs,2016.0,United States,San Francisco,Internet,0.0,0,10000000000.0,2020-04-01
NuCom Group,nucomgroup,2016.0,Germany,Unterfoehring,Other,0.0,0,2200000000.0,2018-02-22
Numbrs,numbrs,1999.0,Switzerland,Zurich,Fintech,0.0,0,1000000000.0,2019-08-22
Nuro,nuro,2016.0,United States,Mountain View,Auto & transportation,0.0,0,8600000000.0,2019-02-11
Nuvemshop,nuvemshop,2011.0,Brazil,Sao Paulo,E-commerce & direct-to-consumer,0.0,0,3100000000.0,2021-08-17
Nxin,nxin,2015.0,China,Beijing,Internet,0.0,0,1080000000.0,2018-09-18
OCSiAl,ocsial,2012.0,Luxembourg,Leudelange,Other,0.0,0,2000000000.0,2019-03-04
ONE,one,2011.0,Singapore,Internet software & services,Other,1000050.0,1,1000000000.0,2021-12-08
OVH,ovh,1999.0,France,Roubaix,Other,0.0,0,1100000000.0,2016-08-15
OVO Energy,ovoenergy,2009.0,United Kingdom,Bristol,Other,0.0,0,1280000000.0,2019-02-14
OYO Rooms,oyorooms,2012.0,India,Gurugram,Travel,0.0,0,9600000000.0,2018-09-25
OakNorth Bank,oaknorthbank,2015.0,United Kingdom,London,Fintech,0.0,0,5000000000.0,2017-10-12
Oda,oda,2013.0,Norway,Oslo,E-commerce & direct-to-consumer,0.0,0,1200000000.0,2021-06-02
Odoo,odoo,2005.0,Belgium,Louvain-la-Neuve,Internet,0.0,0,2300000000.0,2021-07-29
OfBusiness,ofbusiness,2015.0,India,Gurgaon,E-commerce & direct-to-consumer,0.0,0,5000000000.0,2021-07-31
Offchain Labs,offchainlabs,2018.0,United States,Princeton,Internet,0.0,0,1200000000.0,2021-08-31
Ola Cabs,olacabs,2010.0,India,Bengaluru,Auto & transportation,25000000.0,3,7000000000.0,2014-10-27
Ola Electric Mobility,olaelectricmobility,2019.0,India,Bengaluru,Auto & transportation,0.0,0,5000000000.0,2019-07-02
Olist,olist,2015.0,Brazil,Curitiba,E-commerce & direct-to-consumer,0.0,0,1500000000.0,2021-12-15
Olive,olive,2012.0,United States,Columbus,Internet,0.0,0,4000000000.0,2020-12-01
Omada Health,omadahealth,2011.0,United States,San Francisco,Health,5520000.0,3,1000000000.0,2022-02-23
Omio,omio,2013.0,Germany,Berlin,Travel,0.0,0,1000000000.0,2018-10-23
OneTrust,onetrust,2016.0,United States,Atlanta,Internet,0.0,0,5100000000.0,2019-07-11
Opay,opay,2018.0,Nigeria,Lagos,Fintech,0.0,0,2000000000.0,2021-08-23
OpenAI,openai,2015.0,United States,San Francisco,Artificial intelligence,0.0,0,2920000000.0,2019-07-22
OpenSea,opensea,2017.0,United States,New York,E-commerce & direct-to-consumer,0.0,0,13300000000.0,2021-07-20
OpenWeb,openweb,2012.0,United States,New York,Internet,0.0,0,1000000000.0,2021-11-09
Opentrons,opentrons,2016.0,United States,New York,Hardware,0.0,0,1800000000.0,2021-09-23
Optimism,optimism,2019.0,United States,San Francisco,Internet,0.0,0,2000000000.0,2022-03-17
OrCam Technologies,orcamtechnologies,2010.0,Israel,Jerusalem,Artificial intelligence,0.0,0,1030000000.0,2018-02-20
Orbbec Technology,orbbectechnology,2013.0,China,Shenzhen,Hardware,0.0,0,1000000000.0,2018-05-21
Orca Bio,orcabio,2016.0,United States,Menlo Park,Health,0.0,0,1000000000.0,2020-06-17
Orca Security,orcasecurity,2019.0,United States,Portland,Cybersecurity,0.0,0,1800000000.0,2021-03-23
Orchard,orchard,2017.0,United States,New York,Fintech,0.0,0,1000000000.0,2021-09-09
Otto Bock HealthCare,ottobockhealthcare,1919.0,Germany,Duderstadt,Health,0.0,0,3520000000.0,2017-06-24
Oura,oura,2013.0,Finland,Oulu,Health,0.0,0,3000000000.0,2022-04-05
OutSystems,outsystems,2001.0,United States,Boston,Internet,3220000.0,1,9500000000.0,2018-06-05
Outreach,outreach,2011.0,United States,Seattle,Internet,0.0,0,4400000000.0,2019-04-16
Outschool,outschool,2015.0,United States,San Francisco,Edtech,0.0,0,3000000000.0,2021-04-14
Ouyeel,ouyeel,2015.0,China,Shanghai,Internet,0.0,0,1450000000.0,2019-06-27
Ovo,ovo,2017.0,Indonesia,Jakarta,Fintech,0.0,0,2900000000.0,2019-03-14
Owkin,owkin,2016.0,United States,New York,Other,0.0,0,1000000000.0,2021-11-18
OwnBackup,ownbackup,2015.0,United States,Englewood Cliffs,Data,0.0,0,3350000000.0,2021-01-28
PAX,pax,2007.0,United States,San Francisco,Consumer & retail,0.0,0,1700000000.0,2018-10-22
PLACE,place,2020.0,United States,Bellingham,Internet,0.0,0,1000000000.0,2021-11-17
PPRO,ppro,2006.0,United Kingdom,London,Fintech,0.0,0,1000000000.0,2021-01-19
Pacaso,pacaso,2020.0,United States,Cincinnati,Fintech,0.0,0,1500000000.0,2021-03-24
Pagaya,pagaya,2015.0,Israel,Tel Aviv,Fintech,0.0,0,2000000000.0,2020-06-17
PandaDoc,pandadoc,2016.0,United States,San Francisco,Internet,0.0,0,1000000000.0,2021-09-22
Pantheon Systems,pantheonsystems,2020.0,United States,San Francisco,Internet,0.0,0,1000000000.0,2021-07-13
Panther Labs,pantherlabs,2018.0,United States,San Francisco,Cybersecurity,0.0,0,1400000000.0,2021-12-02
Papa,papa,2016.0,United States,Miami,Health,0.0,0,1400000000.0,2021-11-04
Papaya Global,papayaglobal,2016.0,United States,New York,Internet,0.0,0,3700000000.0,2021-03-04
Paradox,paradox,2016.0,United States,Scottsdale,Internet,0.0,0,1500000000.0,2021-12-27
Pat McGrath Labs,patmcgrathlabs,2016.0,United States,New York,Consumer & retail,0.0,0,1000000000.0,2018-07-16
PatSnap,patsnap,2007.0,Singapore,Internet software & services,Other,0.0,0,1000000000.0,2021-03-16
Patreon,patreon,2013.0,United States,San Francisco,Internet,2100000.0,1,4000000000.0,2020-09-02
Pattern,pattern,2013.0,United States,Lehi,Internet,0.0,0,2250000000.0,2021-10-06
Paxos,paxos,2012.0,United States,New York,Fintech,0.0,0,2000000000.0,2021-04-29
PayFit,payfit,2016.0,United Kingdom,London,Fintech,0.0,0,2100000000.0,2022-01-06
Payhawk,payhawk,2018.0,United Kingdom,London,Fintech,0.0,0,1000000000.0,2022-02-14
Pendo,pendo,2013.0,United States,Raleigh,Internet,0.0,0,2600000000.0,2019-10-17
Pentera,pentera,2015.0,Israel,Petah Tikva,Cybersecurity,0.0,0,1000000000.0,2022-01-11
People.ai,peopleai,2017.0,United States,San Francisco,Internet,0.0,0,1100000000.0,2021-08-11
Persona,persona,2018.0,United States,San Francisco,Cybersecurity,0.0,0,1500000000.0,2021-09-15
Personio,personio,2015.0,Germany,Munich,Internet,0.0,0,6300000000.0,2021-01-19
Pet Circle,petcircle,2011.0,Australia,Alexandria,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2021-12-07
Phantom,phantom,2021.0,United States,San Francisco,Fintech,0.0,0,1200000000.0,2022-01-31
Pharmapacks,pharmapacks,2010.0,United States,Islandia,E-commerce & direct-to-consumer,0.0,0,1100000000.0,2020-11-12
Phenom People,phenompeople,2011.0,United States,Ambler,Internet,0.0,0,1400000000.0,2021-04-07
PicsArt,picsart,2011.0,United States,San Francisco,Mobile & telecommunications,0.0,0,1000000000.0,2021-08-26
Pilot.com,pilotcom,2016.0,United States,San Francisco,Fintech,0.0,0,1000000000.0,2021-03-26
Pine Labs,pinelabs,1998.0,India,Noida,Fintech,0.0,0,6000000000.0,2020-01-24
Pipa Coding,pipacoding,2017.0,China,Beijing,Edtech,0.0,0,1200000000.0,2021-03-25
Pipe,pipe,2019.0,United States,Miami,Fintech,0.0,0,2000000000.0,2021-05-19
Placer.ai,placerai,2016.0,United States,Los Altos,Artificial intelligence,0.0,0,1000000000.0,2022-01-12
Plaid,plaid,2012.0,United States,San Francisco,Fintech,2800000.0,1,13400000000.0,2018-12-11
Planet Labs,planetlabs,2010.0,United States,San Francisco,Other,26416000.0,3,2200000000.0,2015-04-13
Playco,playco,2020.0,Japan,Tokyo,Other,0.0,0,1000000000.0,2020-09-21
Pleo,pleo,2015.0,Denmark,Copenhagen,Fintech,0.0,0,4700000000.0,2021-07-06
Plume,plume,2015.0,United States,Palo Alto,Internet,0.0,0,2600000000.0,2021-02-23
Podium,podium,2014.0,United States,Lehi,Internet,0.0,0,3000000000.0,2020-04-07
PointClickCare,pointclickcare,2000.0,Canada,Mississauga,Internet,0.0,0,4000000000.0,2021-01-07
Poizon,poizon,2015.0,China,Shanghai,Mobile & telecommunications,0.0,0,1000000000.0,2019-04-29
PolicyBazaar,policybazaar,2008.0,India,Gurgaon,Fintech,0.0,1,2400000000.0,2019-05-06
Pony.ai,ponyai,2016.0,United States,Fremont,Artificial intelligence,0.0,0,5300000000.0,2018-07-11
Postman,postman,2014.0,United States,San Francisco,Internet,0.0,0,5600000000.0,2020-06-11
Preferred Networks,preferrednetworks,2014.0,Japan,Tokyo,Artificial intelligence,0.0,0,2000000000.0,2018-05-17
Prime Medicine,primemedicine,2019.0,United States,Cambridge,Health,0.0,0,1200000000.0,2021-07-13
Printful,printful,2016.0,United States,Charlotte,Other,0.0,0,1000000000.0,2021-05-24
Pristyn Care,pristyncare,2018.0,India,Gurugram,Health,0.0,0,1400000000.0,2021-12-07
Productboard,productboard,2014.0,United States,San Francisco,Internet,0.0,0,1700000000.0,2022-02-02
Project44,project44,2014.0,United States,Chicago,"Supply chain, logistics, & delivery",0.0,0,2620000000.0,2021-06-01
Promasidor Holdings,promasidorholdings,1979.0,South Africa,Bryanston,Consumer & retail,0.0,0,1590000000.0,2016-11-08
Proterra,proterra,2004.0,United States,Burlingame,"Supply chain, logistics, & delivery",112000000.0,5,1050000000.0,2020-10-15
PsiQuantum,psiquantum,2016.0,United States,Palo Alto,Hardware,0.0,0,3150000000.0,2021-07-27
Public,public,2008.0,United States,New York,Fintech,0.0,0,1200000000.0,2021-02-17
Qingting FM,qingtingfm,2011.0,China,Shanghai,Internet,0.0,0,1000000000.0,2021-06-02
Qonto,qonto,2016.0,France,Paris,Fintech,0.0,0,5000000000.0,2022-01-11
Qualia,qualia,2015.0,United States,San Francisco,Fintech,0.0,0,1000000000.0,2020-12-21
Quantum Metric,quantummetric,2015.0,United States,Colorado Springs,Data,0.0,0,1000000000.0,2021-01-07
QuintoAndar,quintoandar,2012.0,Brazil,Campinas,E-commerce & direct-to-consumer,0.0,0,5100000000.0,2019-09-09
Quizlet,quizlet,2005.0,United States,San Francisco,Edtech,0.0,0,1000000000.0,2020-05-13
Qumulo,qumulo,2012.0,United States,Seattle,Data,26800000.0,2,1200000000.0,2020-07-16
Quora,quora,2009.0,United States,Mountain View,Internet,71000000.0,2,2000000000.0,2017-04-21
REEF Technology,reeftechnology,2015.0,United States,Miami,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2018-12-10
RELEX Solutions,relexsolutions,2005.0,Finland,Helsinki,"Supply chain, logistics, & delivery",0.0,0,5700000000.0,2022-02-17
RIDI,ridi,2008.0,South Korea,Seoul,E-commerce & direct-to-consumer,0.0,0,1330000000.0,2022-02-28
Rad Power Bikes,radpowerbikes,2007.0,United States,Seattle,Auto & transportation,0.0,0,1000000000.0,2021-10-28
Radiology Partners,radiologypartners,2012.0,United States,El Segundo,Health,0.0,0,4000000000.0,2019-07-19
Radius Payment Solutions,radiuspaymentsolutions,1990.0,United Kingdom,Crewe,Fintech,0.0,0,1070000000.0000001,2017-11-27
Ramp,ramp,2019.0,United States,New York,Fintech,0.0,0,8000000000.0,2021-03-29
RapidAPI,rapidapi,2015.0,United States,San Francisco,Internet,0.0,0,1000000000.0,2022-03-23
Rappi,rappi,2015.0,Colombia,Bogota,"Supply chain, logistics, & delivery",0.0,0,5250000000.0,2018-08-31
Rapyd,rapyd,2016.0,United Kingdom,London,Fintech,0.0,0,8750000000.0,2019-12-03
Razor,razor,2020.0,Germany,Berlin,Consumer & retail,0.0,0,1000000000.0,2021-11-08
Razorpay,razorpay,2013.0,India,Bengaluru,Fintech,0.0,0,7500000000.0,2020-10-11
ReCharge,recharge,2017.0,United States,Los Angeles,Fintech,0.0,0,2100000000.0,2021-05-06
Rebel Foods,rebelfoods,2011.0,India,Pune,E-commerce & direct-to-consumer,0.0,0,1400000000.0,2021-10-07
Rebellion Defense,rebelliondefense,2019.0,United States,Washington DC,Artificial intelligence,0.0,0,1150000000.0,2021-09-16
Rec Room,recroom,2016.0,United States,Seattle,Internet,0.0,0,3500000000.0,2021-03-23
Red Ventures,redventures,2000.0,United States,Fort Mill,Other,0.0,0,1000000000.0,2015-01-07
Redis Labs,redislabs,2011.0,United States,Mountain View,Data,0.0,0,2000000000.0,2020-08-25
Redwood Materials,redwoodmaterials,2017.0,United States,Carson City,Other,0.0,0,3700000000.0,2021-07-28
Reify Health,reifyhealth,2012.0,United States,Boston,Health,350000.0,2,2200000000.0,2021-08-10
Relativity,relativity,2001.0,United States,Chicago,Internet,0.0,0,3600000000.0,2021-03-18
Relativity Space,relativityspace,2016.0,United States,Inglewood,Other,0.0,0,4200000000.0,2020-11-23
ReliaQuest,reliaquest,2007.0,United States,Tampa,Cybersecurity,0.0,0,1000000000.0,2021-12-01
Reltio,reltio,2011.0,United States,Redwood City,Data,0.0,0,1700000000.0,2021-11-04
Remote,remote,2016.0,United States,San Francisco,Fintech,0.0,0,1000000000.0,2021-07-13
Retool,retool,2000.0,United States,San Francisco,Internet,0.0,0,1850000000.0,2021-12-22
Revolut,revolut,2015.0,United Kingdom,London,Fintech,0.0,0,33000000000.0,2018-04-26
Revolution Precrafted,revolutionprecrafted,2015.0,Philippines,Manila,Other,0.0,0,1000000000.0,2017-10-23
Rightway,rightway,2017.0,United States,New York,Health,0.0,0,1100000000.0,2021-03-30
Ripple,ripple,2012.0,United States,San Francisco,Fintech,0.0,0,15000000000.0,2019-12-20
Rippling,rippling,2017.0,United States,San Francisco,Internet,0.0,0,6500000000.0,2020-08-04
Rivigo,rivigo,2014.0,India,Gurgaon,"Supply chain, logistics, & delivery",0.0,0,1070000000.0000001,2019-07-11
Ro,ro,2017.0,United States,New York,Health,0.0,0,7000000000.0,2020-07-27
Rohlik,rohlik,2019.0,Czech Republic,Prague,"Supply chain, logistics, & delivery",0.0,0,1200000000.0,2021-07-01
Rokt,rokt,2012.0,United States,New York,Internet,8000000.0,1,1950000000.0,2021-12-16
Roofstock,roofstock,2015.0,United States,Oakland,Fintech,0.0,0,2000000000.0,2022-03-10
Rothy's,rothys,2016.0,United States,San Francisco,Consumer & retail,0.0,0,1000000000.0,2021-12-21
Route,route,2018.0,United States,Lehi,"Supply chain, logistics, & delivery",0.0,0,1250000000.0,2022-01-21
Royole Corporation,royolecorporation,2012.0,China,Shenzhen,Hardware,0.0,0,6000000000.0,2015-08-18
Rubicon,rubicon,2008.0,United States,Atlanta,Other,0.0,0,1070000000.0000001,2017-08-25
Rubrik,rubrik,2014.0,United States,Palo Alto,Data,0.0,0,4000000000.0,2017-04-28
SHEIN,shein,2008.0,China,Shenzhen,E-commerce & direct-to-consumer,0.0,0,15000000000.0,2018-07-03
SITECH DEV,sitechdev,2017.0,China,Guiyang,Other,0.0,0,1000000000.0,2019-05-16
SMS Assist,smsassist,2003.0,United States,Chicago,Internet,60000000.0,2,1000000000.0,2016-06-07
SSENSE,ssense,2003.0,Canada,Montreal,E-commerce & direct-to-consumer,0.0,0,4000000000.0,2021-06-08
STORD,stord,2015.0,United States,Atlanta,"Supply chain, logistics, & delivery",0.0,0,1130000000.0,2021-09-13
SVOLT,svolt,2018.0,China,Changzhou,Auto & transportation,0.0,0,1160000000.0,2020-06-08
